    밴쯔 사과 고작 한개 먹방  ,10:28,"776,689","8,993",2019. 3. 18.,https://www.youtube.com/watch?v=gBFg-2JzIfk&list=PLsh4evjDuiy6-Ow4I3DowgJdanMK1oWUG&index=2&t=0s
    밴쯔 꼬막 고작 한캔 먹방!  ,19:20,"623,271","5,378",2019. 3. 8.,https://www.youtube.com/watch?v=VLjwsO76Z-8&list=PLsh4evjDuiy6-Ow4I3DowgJdanMK1oWUG&index=3&t=0s
    밴쯔 진라면 고작 한개 먹방  ,17:27,"2,850,150","25,934",2019. 2. 25.,https://www.youtube.com/watch?v=W3QTTxuiWvc&list=PLsh4evjDuiy6-Ow4I3DowgJdanMK1oWUG&index=4&t=0s
    밴쯔 장어초밥 고작 한개 먹방  ,19:59,"706,775","7,844",2018. 12. 10.,https://www.youtube.com/watch?v=MEgE8iwpuPs&list=PLsh4evjDuiy6-Ow4I3DowgJdanMK1oWUG&index=5&t=0s
    [ENG] 밴쯔 고작 크레이프 케이크 1조각 먹방  ,19:59,"681,518","7,551",2018. 11. 23.,https://www.youtube.com/watch?v=Ssi0lX30A0Q&list=PLsh4evjDuiy6-Ow4I3DowgJdanMK1oWUG&index=6&t=0s
    밴쯔 농업인의 날 떡볶이 고작 1개 먹방  ,19:59,"1,810,328","20,130",2018. 11. 10.,https://www.youtube.com/watch?v=zF7xfpw6Gro&list=PLsh4evjDuiy6-Ow4I3DowgJdanMK1oWUG&index=7&t=0s
    밴쯔 달걀초밥 고작 1개 먹방  ,14:04,"1,046,432","8,910",2018. 8. 1.,https://www.youtube.com/watch?v=-NTAhT43LTc&list=PLsh4evjDuiy6-Ow4I3DowgJdanMK1oWUG&index=8&t=0s
    밴쯔 훈제 닭다리 고작 1개 먹방  ,19:59,"1,258,734","9,978",2018. 7. 21.,https://www.youtube.com/watch?v=qbRwdU9eZqk&list=PLsh4evjDuiy6-Ow4I3DowgJdanMK1oWUG&index=9&t=0s
    밴쯔 아기 식판 고작 한판 먹방  ,14:04,"1,302,379","9,448",2018. 7. 16.,https://www.youtube.com/watch?v=zIh0hu60pEY&list=PLsh4evjDuiy6-Ow4I3DowgJdanMK1oWUG&index=10&t=0s
    밴쯔 하와이안 버거 고작 한개 먹방  ,19:59,"570,691","4,718",2018. 7. 11.,https://www.youtube.com/watch?v=PmQv2mUNYb0&list=PLsh4evjDuiy6-Ow4I3DowgJdanMK1oWUG&index=11&t=0s
